frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
1.5e-05,0.000226,105,10.5.126.134,10.5.126.84,39785,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:37:32:62:66:38:62:35:38:61:32:31:36:34:30:32:65:39:66:35:66:61:34:61,37,512,0x00001130,72bf8b58a216402e9f5fa4a,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000241,72,10.5.126.84,10.5.126.134,1883,39785,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110f,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.7e-05,0.000258,105,10.5.126.136,10.5.126.84,41065,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:33:39:63:37:35:65:39:62:64:35:36:65:34:33:33:65:39:30:30:36:30:36:39,37,512,0x00001132,39c75e9bd56e433e9006069,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
2.1e-05,0.000279,72,10.5.126.84,10.5.126.136,1883,41065,0x00000018,2.1e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001111,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000293,105,10.5.126.151,10.5.126.84,35151,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:64:35:62:61:38:63:38:37:61:32:32:63:34:38:36:65:39:31:33:66:33:64:66,37,512,0x00001141,d5ba8c87a22c486e913f3df,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000308,72,10.5.126.84,10.5.126.151,1883,35151,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001120,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000322,105,10.5.126.153,10.5.126.84,35089,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:38:62:37:63:35:38:39:34:61:32:65:35:34:63:64:65:39:37:64:36:35:65:35,37,512,0x00001143,8b7c5894a2e54cde97d65e5,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000337,72,10.5.126.84,10.5.126.153,1883,35089,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001122,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000351,105,10.5.126.155,10.5.126.84,44119,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:31:37:35:61:32:33:33:66:64:36:39:39:34:32:62:32:61:38:35:32:34:38:31,37,512,0x00001145,175a233fd69942b2a852481,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000365,72,10.5.126.84,10.5.126.155,1883,44119,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001124,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
3.8e-05,0.000403,105,10.5.126.157,10.5.126.84,39989,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:37:34:33:39:36:61:39:36:34:65:62:61:34:64:36:35:39:33:64:36:63:62:35,37,512,0x00001147,74396a964eba4d6593d6cb5,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
3.5e-05,0.000438,72,10.5.126.84,10.5.126.157,1883,39989,0x00000018,3.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001126,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2e-05,0.000458,105,10.5.126.132,10.5.126.84,34215,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:62:31:61:34:39:35:66:35:39:38:34:36:34:64:34:65:62:36:62:65:63:36:34,37,512,0x0000112e,b1a495f598464d4eb6bec64,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000473,72,10.5.126.84,10.5.126.132,1883,34215,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110d,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000488,105,10.5.126.134,10.5.126.84,37923,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:65:35:65:33:31:31:64:36:35:61:62:38:34:64:66:36:62:37:35:65:34:62:33,37,512,0x00001130,e5e311d65ab84df6b75e4b3,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000502,72,10.5.126.84,10.5.126.134,1883,37923,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110f,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000517,105,10.5.126.136,10.5.126.84,34429,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:34:34:32:61:35:63:33:34:39:65:37:31:34:31:35:33:61:31:61:64:62:32:31,37,512,0x00001132,442a5c349e714153a1adb21,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000531,72,10.5.126.84,10.5.126.136,1883,34429,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001111,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2.4e-05,0.000555,105,10.5.126.152,10.5.126.84,45805,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:35:62:39:32:34:37:62:38:62:61:32:30:34:65:37:63:62:63:31:35:35:37:38,37,512,0x00001142,5b9247b8ba204e7cbc15578,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.7e-05,0.000572,72,10.5.126.84,10.5.126.152,1883,45805,0x00000018,1.7e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001121,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000587,105,10.5.126.156,10.5.126.84,37003,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:35:31:62:65:63:65:32:38:66:37:31:32:34:37:38:34:61:33:35:33:30:66:37,37,512,0x00001146,51bece28f7124784a3530f7,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000602,72,10.5.126.84,10.5.126.156,1883,37003,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001125,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000617,105,10.5.126.133,10.5.126.84,44793,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:31:66:30:32:61:33:65:61:38:34:32:36:34:35:62:31:38:36:36:30:30:66:62,37,512,0x0000112f,1f02a3ea842645b186600fb,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.000632,72,10.5.126.84,10.5.126.133,1883,44793,0x00000018,1.5e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110e,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.6e-05,0.000648,105,10.5.126.137,10.5.126.84,33045,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:64:62:30:32:66:30:61:39:64:38:62:62:34:61:33:65:62:64:64:31:32:38:64,37,512,0x00001133,db02f0a9d8bb4a3ebdd128d,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000662,72,10.5.126.84,10.5.126.137,1883,33045,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001112,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000676,105,10.5.126.154,10.5.126.84,36031,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:38:34:31:61:39:65:31:33:32:64:37:33:34:66:63:37:39:64:31:61:32:32:30,37,512,0x00001144,841a9e132d734fc79d1a220,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.00069,72,10.5.126.84,10.5.126.154,1883,36031,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001123,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000704,105,10.5.126.131,10.5.126.84,46077,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:61:38:36:62:61:38:37:65:61:34:31:36:34:38:38:61:39:62:36:61:35:66:61,37,512,0x0000112d,a86ba87ea416488a9b6a5fa,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000718,72,10.5.126.84,10.5.126.131,1883,46077,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110c,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.3e-05,0.000731,105,10.5.126.135,10.5.126.84,37919,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:33:30:33:63:36:61:65:39:30:33:35:30:34:31:34:64:38:65:32:30:64:30:36,37,512,0x00001131,303c6ae90350414d8e20d06,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.000745,72,10.5.126.84,10.5.126.135,1883,37919,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001110,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.002224,0.002969,105,10.5.126.154,10.5.126.84,43673,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:32:39:37:32:35:39:31:34:61:36:64:39:34:63:64:32:39:38:30:38:38:32:35,37,512,0x00001144,29725914a6d94cd29808825,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
2.8e-05,0.002997,72,10.5.126.84,10.5.126.154,1883,43673,0x00000018,2.8e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001123,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
2e-05,0.003017,105,10.5.126.135,10.5.126.84,38619,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:61:31:63:35:35:65:63:33:66:62:31:32:34:37:64:32:38:35:65:36:30:34:32,37,512,0x00001131,a1c55ec3fb1247d285e6042,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.7e-05,0.003034,72,10.5.126.84,10.5.126.135,1883,38619,0x00000018,1.7e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001110,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.003049,105,10.5.126.156,10.5.126.84,38481,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:65:30:39:61:61:31:34:63:61:35:35:66:34:64:33:36:38:37:38:64:62:65:30,37,512,0x00001146,e09aa14ca55f4d36878dbe0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.003063,72,10.5.126.84,10.5.126.156,1883,38481,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001125,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.5e-05,0.003078,105,10.5.126.137,10.5.126.84,38017,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:65:64:37:39:37:63:65:61:38:64:64:38:34:32:31:64:61:39:38:62:64:36:61,37,512,0x00001133,ed797cea8dd8421da98bd6a,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.003092,72,10.5.126.84,10.5.126.137,1883,38017,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x00001112,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000329,0.003421,105,10.5.126.131,10.5.126.84,41505,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:37:31:32:61:35:34:62:65:32:63:33:34:34:65:39:35:38:32:39:35:64:66:37,37,512,0x0000112d,712a54be2c344e958295df7,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
2.3e-05,0.003444,72,10.5.126.84,10.5.126.131,1883,41505,0x00000018,2.3e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110c,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1.8e-05,0.003462,105,10.5.126.133,10.5.126.84,46179,1883,0x00000018,0.0,37,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,10:23:00:04:4d:51:54:54:04:02:00:3c:00:17:31:30:38:33:62:33:34:35:65:30:33:38:34:36:31:38:38:66:66:39:38:61:30,37,512,0x0000112f,1083b345e03846188ff98a0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0x00000002,0.0,0x00000010,60.0,35,0.0,1,0.0,0.0,0,0.0,4.0,0.0,6,64,environmentMonitoring,0
1.4e-05,0.003476,72,10.5.126.84,10.5.126.133,1883,46179,0x00000018,1.4e-05,4,38,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,20:02:00:00,4,512,0x0000110e,0,0.0,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000020,0.0,2,0.0,2,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
